,originalFileName,foundInList,recordedName,className
65,YkIqf8gd4W8Q_590.000_600.000.wav,True,1619601049.8134031_1619601055.6868224.wav,alarm
66,Yl8ImMjuK29M_330.000_340.000.wav,True,1619601065.6812646_1619601071.608486.wav,alarm
67,YmOfTDGOGBpI_160.000_170.000.wav,True,1619601078.4882958_1619601084.457699.wav,alarm
68,YmpAYvNw6VEw_40.000_50.000.wav,True,1619601094.4514549_1619601100.378201.wav,alarm
69,Yn2u-4A9fY28_20.000_30.000.wav,True,1619601106.2523563_1619601112.1798496.wav,alarm
70,YoFcRyerYBfM_30.000_40.000.wav,True,1619601118.456646_1619601124.3365874.wav,alarm
71,Yp6CYj_0IR28_0.000_4.000.wav,False,1619601130.913625_1619601136.8391216.wav,alarm
72,YqDCK7vo_MCM_140.000_150.000.wav,True,1619601146.833531_1619601152.8095555.wav,alarm
73,YqGDaSUy-llQ_0.000_9.000.wav,False,1619601162.650544_1619601168.925791.wav,alarm
74,Yr4auqsn1UuA_430.000_440.000.wav,True,1619601175.3549817_1619601181.2316158.wav,alarm
75,YrzAqETGwotg_20.000_30.000.wav,True,1619601187.8098583_1619601193.8367121.wav,alarm
76,YtLgYuO-w638_0.000_10.000.wav,True,1619601200.5175622_1619601206.4437258.wav,alarm
77,YtNr5TNpI_SY_30.000_40.000.wav,True,1619601213.0229516_1619601218.9490175.wav,alarm
78,YxnwwsEEJvdk_200.000_210.000.wav,True,1619601229.0409563_1619601234.8868682.wav,alarm
79,YyNNf4uTzPjQ_10.000_20.000.wav,True,1619601241.7473528_1619601247.695713.wav,alarm
80,YylADXwDnjwY_550.000_560.000.wav,True,1619601255.1054232_1619601261.0296304.wav,alarm
81,YzNvgZ5QPAFI_30.000_40.000.wav,True,1619601267.7536151_1619601273.6784656.wav,alarm
82,Y-6n82E5zyuY_70.000_80.000.wav,False,1619601283.6222928_1619601289.8522.wav,alarm
83,Y-kJT_nUHinA_50.000_60.000.wav,True,1619601296.1798306_1619601302.1547198.wav,alarm
84,Y0j1-0Y6lGck_120.000_130.000.wav,True,1619601311.9988544_1619601317.9245615.wav,alarm
85,Y2GQHZpe5yjA_50.000_60.000.wav,True,1619601324.3002527_1619601330.260583.wav,alarm
86,Y3bfLx0v2z_M_10.000_20.000.wav,False,1619601336.9541826_1619601342.9331853.wav,alarm
87,Y3jlZEJBFJWQ_220.000_230.000.wav,True,1619601349.5113387_1619601355.5360458.wav,alarm
88,Y54tr1EdazoQ_0.000_10.000.wav,True,1619601362.464666_1619601368.392103.wav,alarm
89,Y5CYK7AKivDo_180.000_190.000.wav,True,1619601375.0701265_1619601380.9453225.wav,alarm
90,Y61X1X_LmORw_90.000_100.000.wav,True,1619601387.571699_1619601393.5000622.wav,alarm
91,Y6Q2pEz4dH9o_190.000_200.000.wav,True,1619601403.6444287_1619601409.621182.wav,alarm
92,Y6TkcupyZ5Fo_50.000_60.000.wav,False,1619601416.2489815_1619601422.476809.wav,alarm
93,Y73BZrwK0WG4_10.000_20.000.wav,True,1619601428.9550123_1619601434.856289.wav,alarm
94,Y79rmTWPTE4k_20.000_30.000.wav,True,1619601443.3626862_1619601449.2867439.wav,alarm
95,Y84DPXuqLmPU_10.000_20.000.wav,True,1619601455.9621987_1619601461.940347.wav,alarm
96,Y8eEE_7vieA4_60.000_70.000.wav,True,1619601471.9851518_1619601477.9602635.wav,alarm
97,Y8qft_Gz8pbI_40.000_50.000.wav,True,1619601488.2537947_1619601494.128853.wav,alarm
98,Y94sZbMbYJu0_200.000_210.000.wav,False,1619601504.4783354_1619601510.50562.wav,alarm
99,Y9h5ROryAOB8_30.000_40.000.wav,True,1619601521.0029154_1619601526.9815438.wav,alarm
100,Y9it7TG54R7o_20.000_30.000.wav,True,1619601536.2264283_1619601542.507093.wav,alarm
101,YAdC7VM5iayo_30.000_40.000.wav,True,1619601548.8364706_1619601554.7678144.wav,alarm
102,YBbe0SLalfds_300.000_310.000.wav,True,1619601561.3957663_1619601567.2967496.wav,alarm
103,YBv7HaboieiI_30.000_40.000.wav,True,1619601575.9636812_1619601581.7619464.wav,alarm
104,YCYgCdPSDuLU_30.000_40.000.wav,True,1619601588.7738152_1619601594.7539098.wav,alarm
105,YDKIzFmeudjY_10.000_20.000.wav,False,1619601601.583342_1619601607.4834452.wav,alarm
106,YDvo5gaHHMss_60.000_70.000.wav,True,1619601616.5036628_1619601622.4819326.wav,alarm
107,YDxl06F35zRU_190.000_200.000.wav,True,1619601632.8270512_1619601638.7750592.wav,alarm
108,YEzPcuNoSHMM_100.000_110.000.wav,True,1619601647.639752_1619601653.5154204.wav,alarm
109,YFkxerJFHgwk_30.000_40.000.wav,False,1619601659.8433232_1619601665.7724226.wav,alarm
110,YFuWDfaQjbvs_100.000_110.000.wav,True,1619601672.5514112_1619601678.527644.wav,alarm
111,YG9THIahRtIg_30.000_40.000.wav,True,1619601685.4538848_1619601691.2793193.wav,alarm
112,YIJCt1QRXB2c_10.000_20.000.wav,True,1619601697.806386_1619601703.7292993.wav,alarm
113,YINo6GZA4JmI_30.000_40.000.wav,True,1619601714.2256827_1619601720.202986.wav,alarm
114,YImI6wq8MZHI_30.000_40.000.wav,True,1619601730.244639_1619601736.1720617.wav,alarm
115,YJUfqY02LE8o_30.000_40.000.wav,True,1619601742.8503594_1619601748.7776036.wav,alarm
116,YK_nRJ9wSrJo_230.000_240.000.wav,True,1619601755.4057808_1619601761.332258.wav,alarm
117,YKlhaNw2GOdI_30.000_40.000.wav,True,1619601768.1627014_1619601774.590406.wav,alarm
118,YLUXsrbkMXAo_30.000_40.000.wav,True,1619601780.9181287_1619601786.9435582.wav,alarm
119,YMAKDYhkqEuM_30.000_40.000.wav,False,1619601796.8838136_1619601802.7597535.wav,alarm
120,YMU-mjwNA8WA_10.000_20.000.wav,True,1619601812.750997_1619601818.778263.wav,alarm
121,YNc2S-9oUB8M_70.000_80.000.wav,True,1619601825.457046_1619601831.353539.wav,alarm
122,YNuua5ODd_fU_50.000_60.000.wav,True,1619601838.563209_1619601844.5395553.wav,alarm
123,YP4qAI2r1p-Y_20.000_30.000.wav,False,1619601850.765918_1619601856.691655.wav,alarm
124,YP91WX58Lmy0_30.000_40.000.wav,True,1619601863.266859_1619601869.494904.wav,alarm
125,YP_LNQaKzuik_20.000_30.000.wav,True,1619601875.822864_1619601881.7494564.wav,alarm
126,YPaTwyzQDgmU_70.000_80.000.wav,False,1619601888.2252328_1619601894.0515358.wav,alarm
127,YPti94mTT8SY_30.000_40.000.wav,True,1619601900.3774009_1619601906.351221.wav,alarm
128,YQSgqjJ2iglM_30.000_40.000.wav,True,1619601916.4445546_1619601922.3229816.wav,alarm
129,YRMfA-0f-aDk_12.000_22.000.wav,False,1619601928.851128_1619601934.799882.wav,alarm
130,YTZmFozrJ7BE_20.000_30.000.wav,True,1619601941.8601744_1619601947.7874959.wav,alarm
131,YTau23jfxRV0_2.000_12.000.wav,False,1619601954.3131092_1619601960.2420578.wav,alarm
132,YTx8HKkQEPrc_10.000_20.000.wav,True,1619601966.7187657_1619601972.897183.wav,alarm
133,YU4nhmciONvk_20.000_30.000.wav,True,1619601979.2239676_1619601985.1494396.wav,alarm
134,YUtFWit1DrMk_0.000_10.000.wav,True,1619601991.7278774_1619601997.6035113.wav,alarm
135,YVbPjWw7pRzo_230.000_240.000.wav,True,1619602004.4813313_1619602010.3578372.wav,alarm
136,YWQsD5BeHcVM_80.000_90.000.wav,True,1619602017.0871072_1619602023.013931.wav,alarm
137,YWpaOXMCen7s_0.000_10.000.wav,True,1619602033.107711_1619602039.0470388.wav,alarm
138,YWvGEDbhCAps_0.000_10.000.wav,True,1619602045.6589882_1619602051.6384785.wav,alarm
139,YWzt30lCBGHs_60.000_70.000.wav,False,1619602058.214346_1619602064.1430204.wav,alarm
140,YX6U476H2pWw_20.000_30.000.wav,True,1619602070.9691358_1619602076.9939868.wav,alarm
141,YXOxXhQAmuYM_110.000_120.000.wav,True,1619602086.7352638_1619602092.6592228.wav,alarm
142,Y3Q4BXiy1O4M_130.000_140.000.wav,False,1619602099.187028_1619602105.1291687.wav,alarm
143,Y-Jnns0s8q2g_22.000_32.000.wav,False,1619602112.1470406_1619602118.0430486.wav,alarm
144,Y-ZgUXgJn4U0_0.000_10.000.wav,True,1619602126.6105368_1619602132.834867.wav,alarm
145,Y-pP61DogSPY_30.000_40.000.wav,True,1619602138.6013665_1619602144.5222437.wav,alarm
146,Y0F1zmrJb1tI_30.000_40.000.wav,True,1619602151.450196_1619602157.4260638.wav,alarm
147,Y0FS8b5CAMp8_150.000_160.000.wav,True,1619602164.153353_1619602170.026681.wav,alarm
148,Y0IkRggWmlfo_0.000_10.000.wav,True,1619602180.2202315_1619602186.346321.wav,alarm
149,Y17cA4Gv1BZY_220.000_230.000.wav,True,1619602192.6729546_1619602198.6465235.wav,alarm
150,Y1Iv2NfqIrS4_21.000_31.000.wav,False,1619602208.9410052_1619602214.9151495.wav,alarm
151,Y1bmyWAIQ8kU_60.000_70.000.wav,True,1619602225.308055_1619602231.2245488.wav,alarm
152,Y20ARmYU0v4I_10.000_20.000.wav,True,1619602238.212315_1619602244.438756.wav,alarm
153,Y2Lr0D12vRyc_20.000_30.000.wav,True,1619602251.0157526_1619602256.9398522.wav,alarm
154,Y2MXgZDIhMBE_140.000_150.000.wav,True,1619602263.6688125_1619602269.894399.wav,alarm
155,Y2VQtwvIo8qs_470.000_480.000.wav,True,1619602275.364987_1619602281.541985.wav,alarm
156,Y2Y0T7yIvKsk_50.000_60.000.wav,True,1619602287.3159964_1619602293.2910612.wav,alarm
157,Y2rDDBfzFoFE_270.000_280.000.wav,True,1619602300.1699374_1619602306.345267.wav,alarm
158,Y32j2ljoJnrs_30.000_40.000.wav,True,1619602312.7734034_1619602318.848394.wav,alarm
159,Y3DRjPtu_lPs_1.000_11.000.wav,False,1619602325.3759828_1619602331.30181.wav,alarm
160,Y3YRHXBx7M-o_0.000_10.000.wav,True,1619602337.9778314_1619602343.803579.wav,alarm
161,Y3faRdcvQG4c_0.000_10.000.wav,True,1619602350.380117_1619602356.354083.wav,alarm
162,Y3wFAf6wVAVM_100.000_110.000.wav,True,1619602365.7928247_1619602371.7182205.wav,alarm
163,Y3za58UBL5rE_0.000_10.000.wav,True,1619602381.759545_1619602387.735856.wav,alarm
164,Y4CKQdo1ppjs_0.000_10.000.wav,True,1619602397.77743_1619602403.953003.wav,alarm
165,Y4GpYhHH7V7g_7.000_17.000.wav,True,1619602410.6311638_1619602416.759546.wav,alarm
166,Y4UOZhV_zU0g_0.000_10.000.wav,True,1619602423.137434_1619602429.03145.wav,alarm
167,Y5CQxRy_KRLg_170.000_180.000.wav,True,1619602435.9926665_1619602441.9709632.wav,alarm
168,Y5c5Xz7mbQcA_20.000_30.000.wav,False,1619602448.598778_1619602454.5258079.wav,alarm
169,Y5vgZPDEI0Xo_130.000_140.000.wav,True,1619602461.4043593_1619602467.580142.wav,alarm
170,Y6AIQWsPfoVg_50.000_60.000.wav,True,1619602474.0580828_1619602479.94554.wav,alarm
171,Y6Tc-PG_aE9k_0.000_10.000.wav,True,1619602486.6164284_1619602492.5679348.wav,alarm
172,Y6mZSpGpIy-M_0.000_10.000.wav,True,1619602501.536198_1619602507.5133972.wav,alarm
173,Y7aaCPJACSg4_6.000_16.000.wav,False,1619602517.8581305_1619602523.660171.wav,alarm
174,Y7kSLOXodo5Y_20.000_30.000.wav,True,1619602531.071524_1619602537.047818.wav,alarm
175,Y8ElgFfdm3I4_30.000_40.000.wav,True,1619602543.9286869_1619602549.8577588.wav,alarm
176,Y8FOSukeEmlI_0.000_10.000.wav,False,1619602556.6387372_1619602562.51691.wav,alarm
177,Y8l_rjIsUzdQ_16.000_26.000.wav,False,1619602569.0461776_1619602575.0236151.wav,alarm
178,Y8mOksvfiImI_130.000_140.000.wav,True,1619602585.2136827_1619602591.1160202.wav,alarm
179,Y9MOOm2UWqg4_90.000_100.000.wav,True,1619602601.391666_1619602607.62173.wav,alarm
180,Y9a9wO2zHK_0_20.000_30.000.wav,True,1619602614.1027005_1619602620.0343988.wav,alarm
181,YAeqkD4U_KvU_90.000_100.000.wav,True,1619602626.813382_1619602632.7033741.wav,alarm
182,YBIMZ4xizgBc_0.000_10.000.wav,True,1619602638.1145375_1619602644.0596073.wav,alarm
183,YC08BB39CkeU_0.000_10.000.wav,True,1619602651.3249233_1619602657.252155.wav,alarm
184,YCSkW8JWWITY_0.000_5.000.wav,False,1619602663.7300265_1619602669.6589556.wav,alarm
185,YCeyeVxQTXts_12.000_22.000.wav,False,1619602676.540562_1619602682.5189004.wav,alarm
186,YDN0gNwt-XuM_140.000_150.000.wav,True,1619602692.8144972_1619602698.7974472.wav,alarm
187,YDWZjGH0sXXU_30.000_40.000.wav,True,1619602708.9420745_1619602714.9231098.wav,alarm
188,YEZolNzNjcEs_50.000_60.000.wav,True,1619602721.6580355_1619602727.6012647.wav,alarm
189,YEbMfK3MVPYU_0.000_10.000.wav,True,1619602734.6695948_1619602740.6489122.wav,alarm
190,YF56fFsSYrj8_0.000_10.000.wav,True,1619602750.1923137_1619602756.773715.wav,alarm
191,YFLTWUsc03mg_120.000_130.000.wav,True,1619602763.1003034_1619602769.077105.wav,alarm
192,YFP1l5Q2DnHU_270.000_280.000.wav,True,1619602774.8531263_1619602780.747846.wav,alarm
193,YFc3GdhovCpQ_0.000_9.000.wav,False,1619602787.8096478_1619602793.7357316.wav,alarm
194,YFf-LWu7Eyag_40.000_50.000.wav,True,1619602798.8564217_1619602804.8310683.wav,alarm
195,YFl6VgLJBfZI_10.000_20.000.wav,True,1619602815.224271_1619602821.1475084.wav,alarm
196,YH0Y9Qmjdtrw_60.000_70.000.wav,True,1619602827.9274714_1619602833.80343.wav,alarm
197,YHN8v2mMMc9c_30.000_40.000.wav,True,1619602840.583906_1619602846.561491.wav,alarm
198,YHgNqeUAvbVI_10.000_20.000.wav,False,1619602856.6042652_1619602862.5799532.wav,alarm
199,YJPtjelwyiyY_280.000_290.000.wav,True,1619602869.2089424_1619602875.587994.wav,alarm
200,YK9GDTXuoqp4_14.000_24.000.wav,False,1619602881.9646447_1619602887.88911.wav,alarm
201,YKXzsUM_hd04_30.000_40.000.wav,True,1619602894.7207942_1619602900.6484096.wav,alarm
202,YL-shyM-lAF4_70.000_80.000.wav,True,1619602910.7944593_1619602916.7395709.wav,alarm
203,YL2YkwcKaus4_30.000_40.000.wav,True,1619602923.7053494_1619602929.6338706.wav,alarm
204,Y4saOJCEUaLE_17.000_27.000.wav,False,1619596596.3697476_1619596602.2949994.wav,dog
205,Y--sIMPsphRI_10.000_20.000.wav,True,1619596610.679844_1619596616.6061637.wav,dog
206,Y--7jZxfzemI_13.000_23.000.wav,False,1619596623.6400566_1619596629.5382729.wav,dog
207,Y--L22BmDI6E_12.000_22.000.wav,False,1619596634.5905557_1619596640.517855.wav,dog
208,Y-1UleAsNU_4_30.000_40.000.wav,True,1619596646.1947124_1619596652.1382575.wav,dog
209,Y-24cKdvEPHs_20.000_30.000.wav,True,1619596657.0420525_1619596662.9734764.wav,dog
210,Y-2XABjjB1tU_110.000_120.000.wav,True,1619596667.3434892_1619596673.3460991.wav,dog
211,Y-37X0bRVT0g_140.000_150.000.wav,True,1619596679.7047608_1619596685.5836523.wav,dog
212,Y-3L1zkUbHt8_21.000_31.000.wav,False,1619596690.1064472_1619596696.0026762.wav,dog
213,Y-3cmXbOJOoc_30.000_40.000.wav,True,1619596700.6478245_1619596706.5763457.wav,dog
214,Y-4H1EUXNl5s_30.000_40.000.wav,True,1619596711.2469668_1619596717.14694.wav,dog
215,Y-4ROHZMW7t0_5.000_15.000.wav,False,1619596723.553088_1619596729.5295966.wav,dog
216,Y-4ZFguO-v8M_50.000_60.000.wav,True,1619596734.4492767_1619596740.675204.wav,dog
217,Y-4i49rWLl1o_20.000_30.000.wav,True,1619596745.1442013_1619596751.041051.wav,dog
218,Y-4oBn8qurR4_25.000_35.000.wav,False,1619596756.3902617_1619596762.4660933.wav,dog
219,Y-5IoPSM59xM_9.000_19.000.wav,False,1619596768.5934334_1619596774.81962.wav,dog
220,Y-5rnGk2e1ao_0.000_10.000.wav,True,1619596779.189468_1619596785.363715.wav,dog
221,Y-799s1wQehA_110.000_120.000.wav,True,1619596789.9352658_1619596795.8599854.wav,dog
222,Y-7T1vQ2CgdQ_10.000_20.000.wav,True,1619596801.032687_1619596807.0109246.wav,dog
223,Y-7Y8Cmjdvuk_20.000_30.000.wav,True,1619596811.3783937_1619596817.3243113.wav,dog
224,Y-7khzUmnlm8_30.000_40.000.wav,True,1619596822.827021_1619596828.7741077.wav,dog
225,Y-7v9JCLrISM_210.000_220.000.wav,True,1619596833.4734051_1619596839.448443.wav,dog
226,Y-9OUFFMZTuk_50.000_60.000.wav,True,1619596843.8651686_1619596849.758689.wav,dog
227,Y-9P1IlNEgsM_0.000_8.000.wav,True,1619596854.7094777_1619596860.6488216.wav,dog
228,Y-9YohOxYZ0Q_10.000_20.000.wav,True,1619596865.4528108_1619596871.4778962.wav,dog
229,Y-A1G9vEhK58_20.000_30.000.wav,True,1619596875.949411_1619596881.9232068.wav,dog
230,Y-BEt_WLaM_8_30.000_40.000.wav,True,1619596886.3425913_1619596892.416366.wav,dog
231,Y-CEC5RoRUbU_30.000_40.000.wav,True,1619596897.0883856_1619596903.0627806.wav,dog
232,Y-Dqd4YgZL0k_30.000_40.000.wav,True,1619596907.5829332_1619596913.5104299.wav,dog
233,Y-EM6qEqk_H0_10.000_20.000.wav,True,1619596919.6369452_1619596925.6143074.wav,dog
234,Y-GQtDyZq5y4_30.000_40.000.wav,True,1619596931.7905507_1619596937.7143085.wav,dog
235,Y-HBR6wrrhAs_0.000_10.000.wav,True,1619596943.892165_1619596949.8705359.wav,dog
236,Y-HLkaa5GCFg_20.000_30.000.wav,True,1619596955.9941306_1619596961.9696512.wav,dog
237,Y-HnhPxiYLLU_0.000_9.000.wav,False,1619596968.0476224_1619596973.972137.wav,dog
238,Y-IHE1hhdtek_30.000_40.000.wav,True,1619596979.8478522_1619596985.7441564.wav,dog
239,Y-Io461is8Ko_120.000_130.000.wav,True,1619596990.3961122_1619596996.820803.wav,dog
240,Y-Its_5qrHs8_30.000_40.000.wav,True,1619597001.7394512_1619597007.917546.wav,dog
241,Y-JlAIil9iSE_8.000_18.000.wav,False,1619597012.0875447_1619597018.0152605.wav,dog
242,Y-K0wP_zCTvA_30.000_40.000.wav,True,1619597024.5950625_1619597030.725142.wav,dog
243,Y-KzCxE1X5j0_30.000_40.000.wav,True,1619597034.9955196_1619597040.8440237.wav,dog
244,Y-L46ZLyp9R0_30.000_40.000.wav,True,1619597046.0002267_1619597051.9768972.wav,dog
245,Y-LWu_lirwKk_0.000_10.000.wav,True,1619597056.1464007_1619597062.275073.wav,dog
246,Y-LqG7GIW8UQ_110.000_120.000.wav,True,1619597066.6933103_1619597072.6229637.wav,dog
247,Y-N7Qwe8goRc_20.000_30.000.wav,False,1619597078.2965467_1619597084.222124.wav,dog
248,Y-Nsu5Dm73Xw_0.000_10.000.wav,True,1619597088.5406988_1619597094.4183176.wav,dog
249,Y-O-s44NpuEo_30.000_40.000.wav,True,1619597097.4823687_1619597103.4185221.wav,dog
250,Y-OIGDKhH1cQ_10.000_20.000.wav,False,1619597107.9405901_1619597113.9245617.wav,dog
251,Y-OYEgBWbvr4_0.000_10.000.wav,True,1619597118.3423367_1619597124.274851.wav,dog
252,Y-PIv8H-fn5U_50.000_60.000.wav,True,1619597128.6959412_1619597134.678426.wav,dog
253,Y-PWc49x8cyE_30.000_40.000.wav,True,1619597139.4002216_1619597145.384681.wav,dog
254,Y-PxusaPCH98_30.000_40.000.wav,True,1619597150.0079362_1619597155.9406838.wav,dog
255,Y-QSTEXFuNZs_0.000_10.000.wav,True,1619597160.2586222_1619597166.73783.wav,dog
256,Y-QhqFtXZ7NA_30.000_40.000.wav,True,1619597170.957362_1619597176.884477.wav,dog
257,Y-R47b72sQLU_4.000_14.000.wav,False,1619597183.0125935_1619597188.9382625.wav,dog
258,Y-R5D2ee48uQ_21.000_31.000.wav,False,1619597195.5655806_1619597201.54386.wav,dog
259,Y-SL5sFIuhtg_30.000_40.000.wav,True,1619597206.0639644_1619597211.9397655.wav,dog
260,Y-T9PDWg_EeU_30.000_40.000.wav,True,1619597216.3592768_1619597222.386956.wav,dog
261,Y-T9mK2krm2w_30.000_40.000.wav,True,1619597228.4638474_1619597234.4941268.wav,dog
262,Y-TSQj52I1PQ_260.000_270.000.wav,False,1619597239.0133739_1619597244.9421072.wav,dog
263,Y-UIDQgPMztE_30.000_40.000.wav,False,1619597250.268799_1619597256.1567407.wav,dog
264,Y-UubaEEMA4Q_30.000_40.000.wav,True,1619597261.3181868_1619597267.146662.wav,dog
265,Y-UxlFmoVuPo_30.000_40.000.wav,True,1619597271.617727_1619597277.4946933.wav,dog
