,originalFileName,foundInList,recordedName
25,Y32V6Gv7S6mA_50.000_60.000.wav,True,1619599252.9255855_1619599258.8929367.wav
26,Y4FdTwg1jmAk_2.000_12.000.wav,False,1619599264.8636057_1619599270.8463607.wav
27,Y4QbTi4xcuVY_30.000_40.000.wav,False,1619599277.0086725_1619599282.932322.wav
28,Y4RPbOWqEeVk_310.000_320.000.wav,True,1619599289.0547686_1619599295.0285947.wav
29,Y4SDfWBgrXVM_10.000_20.000.wav,True,1619599301.1041145_1619599307.0324628.wav
30,Y4XoQgeO26Ls_0.000_9.000.wav,False,1619599311.2006438_1619599317.1446574.wav
31,Y4fti1n2kmss_10.000_20.000.wav,True,1619599321.856158_1619599327.9218993.wav
32,Y4vjsxKB1d5o_310.000_320.000.wav,False,1619599334.7139945_1619599340.949374.wav
33,Y5D2UdmWOipI_10.000_20.000.wav,False,1619599345.2183135_1619599351.1455119.wav
34,Y69VgW9hZ1jc_190.000_200.000.wav,True,1619599357.4222898_1619599363.2991536.wav
35,Y6faPFBUvXh0_200.000_210.000.wav,False,1619599367.8688521_1619599373.7972062.wav
36,Y6hpAs8vJOow_70.000_80.000.wav,True,1619599378.5174024_1619599384.4945822.wav
37,Y75Ro0rRqJdg_50.000_60.000.wav,True,1619599390.8691058_1619599396.845159.wav
38,Y7C4HntU8OzA_0.000_10.000.wav,True,1619599403.4240704_1619599409.39941.wav
39,Y7WlRADYl44I_30.000_40.000.wav,True,1619599415.927319_1619599421.9025855.wav
40,Y8GFntf9pr2M_120.000_130.000.wav,True,1619599428.17953_1619599434.1048012.wav
41,Y9A1Sm-1KEqo_190.000_200.000.wav,True,1619599440.1809525_1619599446.108009.wav
42,Y9SRUFh4J-9Y_80.000_90.000.wav,True,1619599450.8788488_1619599456.8547022.wav
43,Y9lBCoB8g7fU_20.000_30.000.wav,True,1619599463.230563_1619599469.158956.wav
44,Y9rjQjEg-XV0_0.000_7.000.wav,False,1619599474.2296898_1619599480.181391.wav
45,Y9wQaQJq0Aok_100.000_110.000.wav,True,1619599485.7322254_1619599491.7061703.wav
46,YBNUpvKtFrlM_380.000_390.000.wav,True,1619599497.7328992_1619599503.7080505.wav
47,Y17xCyq_4wvs_440.000_450.000.wav,True,1619599509.3820465_1619599515.3066292.wav
48,YTSnq6n8tElo_0.000_10.000.wav,True,1619599519.5237906_1619599525.4488184.wav
49,Yg42ecK_5Ql4_30.000_40.000.wav,True,1619599532.1273534_1619599538.0523105.wav
50,YdnFtHhbyprM_60.000_70.000.wav,True,1619599542.2710986_1619599548.2495303.wav
51,YiUMViXPOP78_130.000_140.000.wav,True,1619599554.9809206_1619599560.8554952.wav
52,Y1Nw-fC0gk9o_120.000_130.000.wav,True,1619599565.2231512_1619599571.1510026.wav
53,Y1SpHjTw56jg_260.000_270.000.wav,True,1619599576.0216017_1619599581.8440304.wav
54,Y23pAYyzCnU8_520.000_530.000.wav,True,1619599587.1071446_1619599593.0796914.wav
55,Y257OKP3ZLD0_30.000_40.000.wav,True,1619599599.2045724_1619599605.0922482.wav
56,Y2O_mVjMFsuQ_340.000_350.000.wav,True,1619599609.948375_1619599615.8746805.wav
57,Y57q1DKPOLYg_40.000_50.000.wav,True,1619599622.1497605_1619599628.178001.wav
58,Y5ohCslwvxdw_40.000_50.000.wav,True,1619599634.3028038_1619599640.1983063.wav
59,Y5rmbkTrYSK0_90.000_100.000.wav,True,1619599645.348281_1619599651.3259125.wav
60,Y6QExD0uUMOs_20.000_30.000.wav,True,1619599657.2499697_1619599663.2751546.wav
61,Y6Y92C4qnFPk_130.000_140.000.wav,True,1619599672.615103_1619599678.5916276.wav
62,Y6ZEtbX95qYo_190.000_200.000.wav,True,1619599685.8214142_1619599691.7666316.wav
63,Y6zcz_gJkbmQ_120.000_130.000.wav,True,1619599696.3167753_1619599702.1933014.wav
64,Y8XVCewPZYz4_420.000_430.000.wav,True,1619599706.4607217_1619599712.40424.wav
65,Y8o-Y4QP8LWs_280.000_290.000.wav,True,1619599716.9573207_1619599722.933786.wav
66,Y8vuTgV73O2o_390.000_400.000.wav,True,1619599729.3114934_1619599735.3092391.wav
67,YAY7QlDwEAH8_0.000_6.000.wav,False,1619599740.3565316_1619599746.295076.wav
68,YBc2wI4c2wBI_180.000_190.000.wav,True,1619599750.75119_1619599756.695209.wav
69,YC7D1GjuDQVA_120.000_130.000.wav,True,1619599761.5477169_1619599767.4220383.wav
70,YCJqlLZZano4_290.000_300.000.wav,True,1619599771.7397144_1619599777.917838.wav
71,YCfij00R-8Zs_280.000_290.000.wav,True,1619599783.9939308_1619599789.8200133.wav
72,YDBYzZp1jOro_200.000_210.000.wav,True,1619599794.3877923_1619599800.366337.wav
73,YDdiZEqm1g9c_20.000_30.000.wav,False,1619599804.8868232_1619599810.8613586.wav
74,YE1CXRMewTCk_200.000_210.000.wav,True,1619599816.535743_1619599822.4613013.wav
75,YEOEVEf6q_Ms_150.000_160.000.wav,True,1619599828.93867_1619599834.8646967.wav
76,YF9f9caaxmm0_370.000_380.000.wav,True,1619599839.43384_1619599845.4585283.wav
77,YG25fk1hnP30_260.000_270.000.wav,True,1619599850.9829793_1619599856.959199.wav
78,YGBPwN9NOMVo_280.000_290.000.wav,True,1619599863.285044_1619599869.232251.wav
79,YGIS6MmZwP5g_30.000_40.000.wav,True,1619599873.7837892_1619599879.7097244.wav
80,YGRpuXhXjAmk_290.000_300.000.wav,True,1619599884.2788937_1619599890.15488.wav
81,YGUk84jnXRBQ_200.000_210.000.wav,True,1619599894.5231018_1619599900.497004.wav
82,YGr1Ktuy5zq8_150.000_160.000.wav,True,1619599907.0755901_1619599912.9523747.wav
83,YHQ40IvZOFUo_210.000_220.000.wav,False,1619599917.469669_1619599923.394627.wav
84,YHzcT5VgB9uw_60.000_70.000.wav,True,1619599927.763225_1619599933.5602.wav
85,YIMrI0TfCnVw_420.000_430.000.wav,True,1619599939.1602092_1619599945.1088264.wav
86,YIN8pk34_S_k_0.000_10.000.wav,True,1619599950.7116568_1619599956.6301348.wav
87,YIdGB-Q2p-eM_30.000_40.000.wav,True,1619599961.800646_1619599967.6763682.wav
88,YJ6Dkx5KSfPs_520.000_530.000.wav,True,1619599972.09417_1619599977.9695296.wav
89,YJ9TypJdxLcI_90.000_100.000.wav,True,1619599983.641568_1619599989.56832.wav
90,YJQphdZQRTs4_40.000_50.000.wav,True,1619599993.8851762_1619599999.8222363.wav
91,YJT4g4usFWiI_50.000_60.000.wav,True,1619600005.9861915_1619600011.914345.wav
92,YJZ9Tpv6h1pA_50.000_60.000.wav,True,1619600017.8892326_1619600023.8781078.wav
93,YJiur7qz3NU8_50.000_60.000.wav,True,1619600031.7520244_1619600037.6267097.wav
94,YJyzNt1JKAiw_530.000_540.000.wav,True,1619600042.4972756_1619600048.455842.wav
95,YJz9r4H9kaTI_170.000_180.000.wav,True,1619600052.942278_1619600058.9205492.wav
